,PNR_Number,PNR_Email,Flight,Cabin,Class,Cancelled Flights
11,PNR00192,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-6126689, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
12,PNR00192,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-6126689, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
13,PNR00201,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-6126689, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
14,PNR00201,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-6126689, Departure City: CNN, Arrival City: MAA ",PC,T,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
15,PNR00201,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-6126689, Departure City: CNN, Arrival City: MAA ",PC,T,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
16,PNR00254,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-6126689, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
17,PNR00254,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-6126689, Departure City: CNN, Arrival City: MAA ",PC,H,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
18,PNR00254,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-6126689, Departure City: CNN, Arrival City: MAA ",PC,H,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
19,PNR00189,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-6126689, Departure City: CNN, Arrival City: MAA ",FC,F,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
20,PNR00189,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-6126689, Departure City: CNN, Arrival City: MAA ",FC,F,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
21,PNR00195,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-6126689, Departure City: CNN, Arrival City: MAA ",FC,P,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
22,PNR00195,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-6126689, Departure City: CNN, Arrival City: MAA ",FC,P,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
23,PNR00190,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-4889368, Departure City: CNN, Arrival City: MAA ",PC,R,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
24,PNR00190,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-4889368, Departure City: CNN, Arrival City: MAA ",PC,R,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
25,PNR00216,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-4889368, Departure City: CNN, Arrival City: MAA ",PC,R,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
26,PNR00216,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-4889368, Departure City: CNN, Arrival City: MAA ",PC,R,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
27,PNR00216,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-4889368, Departure City: CNN, Arrival City: MAA ",PC,R,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
28,PNR00241,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-4889368, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
29,PNR00243,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-4889368, Departure City: CNN, Arrival City: MAA ",PC,S,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
30,PNR00243,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-4889368, Departure City: CNN, Arrival City: MAA ",PC,S,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
31,PNR00244,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-4889368, Departure City: CNN, Arrival City: MAA ",PC,S,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
32,PNR00244,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-4889368, Departure City: CNN, Arrival City: MAA ",PC,S,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
33,PNR00255,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-4889368, Departure City: CNN, Arrival City: MAA ",PC,S,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
34,PNR00255,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-4889368, Departure City: CNN, Arrival City: MAA ",PC,S,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
35,PNR00255,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-4889368, Departure City: CNN, Arrival City: MAA ",PC,S,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
36,PNR00194,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-6126689, Departure City: CNN, Arrival City: MAA ",BC,C,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
37,PNR00194,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-6126689, Departure City: CNN, Arrival City: MAA ",BC,J,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
38,PNR00209,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-6126689, Departure City: CNN, Arrival City: MAA ",BC,C,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
39,PNR00209,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-6126689, Departure City: CNN, Arrival City: MAA ",BC,C,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
40,PNR00209,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-6126689, Departure City: CNN, Arrival City: MAA ",BC,Z,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
41,PNR00215,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-6126689, Departure City: CNN, Arrival City: MAA ",BC,Z,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
42,PNR00230,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-6126689, Departure City: CNN, Arrival City: MAA ",BC,Z,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
43,PNR00230,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-6126689, Departure City: CNN, Arrival City: MAA ",BC,Z,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
44,PNR00198,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-4889368, Departure City: CNN, Arrival City: MAA ",FC,P,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
45,PNR00198,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-4889368, Departure City: CNN, Arrival City: MAA ",FC,P,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
46,PNR00210,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-4889368, Departure City: CNN, Arrival City: MAA ",FC,F,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
47,PNR00214,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-4889368, Departure City: CNN, Arrival City: MAA ",FC,F,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
48,PNR00200,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",FC,F,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
49,PNR00200,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",FC,F,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
50,PNR00200,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",FC,F,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
51,PNR00228,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",FC,F,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
52,PNR00202,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
53,PNR00202,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
54,PNR00202,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
55,PNR00208,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
56,PNR00208,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
57,PNR00208,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
58,PNR00222,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
59,PNR00222,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
60,PNR00227,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
61,PNR00227,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
62,PNR00238,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
63,PNR00238,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
64,PNR00203,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-4889368, Departure City: CNN, Arrival City: MAA ",BC,C,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
65,PNR00203,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-4889368, Departure City: CNN, Arrival City: MAA ",BC,C,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
66,PNR00203,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-4889368, Departure City: CNN, Arrival City: MAA ",BC,J,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
67,PNR00211,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-4889368, Departure City: CNN, Arrival City: MAA ",BC,C,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
68,PNR00211,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-4889368, Departure City: CNN, Arrival City: MAA ",BC,C,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
69,PNR00229,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-4889368, Departure City: CNN, Arrival City: MAA ",BC,C,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
70,PNR00229,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-4889368, Departure City: CNN, Arrival City: MAA ",BC,C,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
71,PNR00231,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-4889368, Departure City: CNN, Arrival City: MAA ",BC,J,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
72,PNR00231,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-4889368, Departure City: CNN, Arrival City: MAA ",BC,Z,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
73,PNR00206,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",BC,Z,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
74,PNR00206,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",BC,Z,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
75,PNR00206,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",BC,Z,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
76,PNR00220,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",BC,Z,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
77,PNR00220,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",BC,Z,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
78,PNR00224,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",BC,Z,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
79,PNR00257,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",BC,J,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
80,PNR00257,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",BC,Z,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
81,PNR00218,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-2953205, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
82,PNR00218,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-2953205, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
83,PNR00218,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-2953205, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
84,PNR00219,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-2953205, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
85,PNR00219,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-2953205, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
86,PNR00221,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-2953205, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
87,PNR00221,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-2953205, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
88,PNR00242,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-2953205, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
89,PNR00242,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-2953205, Departure City: CNN, Arrival City: MAA ",PC,R,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
90,PNR00260,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-2953205, Departure City: CNN, Arrival City: MAA ",PC,H,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
91,PNR00260,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-2953205, Departure City: CNN, Arrival City: MAA ",PC,H,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
92,PNR00240,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-2953205, Departure City: CNN, Arrival City: MAA ",FC,F,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
93,PNR00240,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-2953205, Departure City: CNN, Arrival City: MAA ",FC,P,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
94,PNR00245,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-2953205, Departure City: CNN, Arrival City: MAA ",FC,P,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
95,PNR00249,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-2953205, Departure City: CNN, Arrival City: MAA ",FC,P,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
